ap     rec    prec   f-measure
0.7037 0.7591 0.8336 0.7946
0.7037 0.7591 0.8333 0.7945
0.7037 0.7591 0.8330 0.7943
0.7037 0.7591 0.8327 0.7942
0.7037 0.7595 0.8327 0.7944
0.7037 0.7595 0.8324 0.7943
0.7037 0.7598 0.8325 0.7945
0.7037 0.7601 0.8326 0.7947
0.7037 0.7604 0.8326 0.7949
0.7037 0.7604 0.8323 0.7948
0.7037 0.7608 0.8324 0.7950
0.7037 0.7608 0.8321 0.7948
0.7037 0.7611 0.8321 0.7950
0.7037 0.7614 0.8322 0.7952
0.7037 0.7617 0.8323 0.7954
0.7037 0.7617 0.8320 0.7953
0.7037 0.7617 0.8317 0.7952
0.7037 0.7617 0.8314 0.7950
0.7037 0.7621 0.8314 0.7952
0.7037 0.7621 0.8311 0.7951
0.7037 0.7624 0.8312 0.7953
0.7037 0.7624 0.8309 0.7952
0.7037 0.7624 0.8306 0.7950
0.7037 0.7624 0.8303 0.7949
0.7037 0.7624 0.8300 0.7948
0.7037 0.7624 0.8297 0.7946
0.7037 0.7624 0.8294 0.7945
0.7037 0.7624 0.8291 0.7944
0.7037 0.7624 0.8288 0.7942
0.7037 0.7624 0.8286 0.7941
0.7037 0.7624 0.8283 0.7940
0.7037 0.7627 0.8283 0.7942
0.7037 0.7627 0.8280 0.7940
0.7037 0.7627 0.8277 0.7939
0.7037 0.7630 0.8278 0.7941
0.7037 0.7630 0.8275 0.7940
0.7037 0.7634 0.8276 0.7942
0.7037 0.7634 0.8273 0.7940
0.7037 0.7634 0.8270 0.7939
0.7037 0.7637 0.8270 0.7941
0.7037 0.7640 0.8271 0.7943
0.7037 0.7640 0.8268 0.7942
0.7037 0.7640 0.8265 0.7940
0.7037 0.7640 0.8262 0.7939
0.7037 0.7640 0.8259 0.7938
0.7037 0.7640 0.8256 0.7936
0.7037 0.7640 0.8254 0.7935
0.7037 0.7640 0.8251 0.7934
0.7037 0.7640 0.8248 0.7932
0.7037 0.7643 0.8248 0.7934
0.7037 0.7643 0.8245 0.7933
0.7037 0.7643 0.8243 0.7932
0.7037 0.7643 0.8240 0.7930
0.7037 0.7643 0.8237 0.7929
0.7037 0.7643 0.8234 0.7928
0.7037 0.7647 0.8234 0.7930
0.7037 0.7647 0.8232 0.7928
0.7037 0.7647 0.8229 0.7927
0.7037 0.7650 0.8229 0.7929
0.7037 0.7653 0.8230 0.7931
0.7037 0.7653 0.8227 0.7930
0.7037 0.7656 0.8228 0.7932
0.7037 0.7656 0.8225 0.7930
0.7037 0.7656 0.8222 0.7929
0.7037 0.7656 0.8219 0.7928
0.7037 0.7660 0.8220 0.7930
0.7037 0.7660 0.8217 0.7928
0.7037 0.7660 0.8214 0.7927
0.7037 0.7663 0.8215 0.7929
0.7037 0.7663 0.8212 0.7928
0.7037 0.7666 0.8212 0.7930
0.7037 0.7666 0.8209 0.7929
0.7037 0.7666 0.8207 0.7927
0.7037 0.7666 0.8204 0.7926
0.7037 0.7669 0.8204 0.7928
0.7037 0.7669 0.8201 0.7927
0.7037 0.7669 0.8199 0.7925
0.7037 0.7669 0.8196 0.7924
0.7037 0.7669 0.8193 0.7923
0.7037 0.7673 0.8194 0.7925
0.7037 0.7673 0.8191 0.7923
0.7037 0.7673 0.8188 0.7922
0.7037 0.7673 0.8185 0.7921
0.7037 0.7673 0.8182 0.7919
0.7037 0.7673 0.8179 0.7918
0.7037 0.7673 0.8176 0.7917
0.7037 0.7676 0.8177 0.7919
0.7037 0.7676 0.8174 0.7917
0.7037 0.7679 0.8175 0.7919
0.7037 0.7683 0.8176 0.7921
0.7037 0.7683 0.8173 0.7920
0.7037 0.7683 0.8170 0.7919
0.7037 0.7683 0.8167 0.7917
0.7037 0.7683 0.8164 0.7916
0.7037 0.7683 0.8161 0.7915
0.7037 0.7683 0.8159 0.7913
0.7037 0.7683 0.8156 0.7912
0.7037 0.7683 0.8153 0.7911
0.7037 0.7683 0.8150 0.7909
0.7037 0.7686 0.8151 0.7911
0.7037 0.7686 0.8148 0.7910
0.7037 0.7686 0.8145 0.7909
0.7037 0.7686 0.8142 0.7907
0.7037 0.7689 0.8143 0.7909
0.7037 0.7689 0.8140 0.7908
0.7037 0.7692 0.8141 0.7910
0.7037 0.7692 0.8138 0.7909
0.7037 0.7692 0.8135 0.7908
0.7037 0.7696 0.8136 0.7910
0.7037 0.7696 0.8133 0.7908
0.7037 0.7696 0.8130 0.7907
0.7037 0.7699 0.8131 0.7909
0.7037 0.7699 0.8128 0.7908
0.7037 0.7702 0.8129 0.7910
0.7037 0.7702 0.8126 0.7908
0.7037 0.7702 0.8123 0.7907
0.7037 0.7702 0.8120 0.7906
0.7037 0.7702 0.8117 0.7904
0.7037 0.7702 0.8115 0.7903
0.7037 0.7705 0.8115 0.7905
0.7037 0.7709 0.8116 0.7907
0.7037 0.7709 0.8113 0.7906
0.7037 0.7712 0.8114 0.7908
0.7037 0.7712 0.8111 0.7906
0.7037 0.7712 0.8108 0.7905
0.7037 0.7715 0.8109 0.7907
0.7037 0.7715 0.8106 0.7906
0.7037 0.7718 0.8107 0.7908
0.7037 0.7722 0.8107 0.7910
0.7037 0.7725 0.8108 0.7912
0.7037 0.7725 0.8105 0.7911
0.7037 0.7728 0.8106 0.7913
0.7037 0.7728 0.8103 0.7911
0.7037 0.7728 0.8100 0.7910
0.7037 0.7728 0.8098 0.7909
0.7037 0.7728 0.8095 0.7907
0.7037 0.7731 0.8096 0.7909
0.7037 0.7735 0.8096 0.7911
0.7037 0.7735 0.8093 0.7910
0.7037 0.7735 0.8091 0.7909
0.7037 0.7735 0.8088 0.7907
0.7037 0.7738 0.8089 0.7909
0.7037 0.7741 0.8089 0.7911
0.7037 0.7741 0.8086 0.7910
0.7037 0.7741 0.8084 0.7909
0.7037 0.7744 0.8084 0.7911
0.7037 0.7744 0.8082 0.7909
0.7037 0.7744 0.8079 0.7908
0.7037 0.7748 0.8080 0.7910
0.7037 0.7748 0.8077 0.7909
0.7037 0.7748 0.8074 0.7908
0.7037 0.7748 0.8071 0.7906
0.7037 0.7748 0.8069 0.7905
0.7037 0.7748 0.8066 0.7904
0.7037 0.7748 0.8063 0.7902
0.7037 0.7751 0.8064 0.7904
0.7037 0.7751 0.8061 0.7903
0.7037 0.7751 0.8058 0.7902
0.7037 0.7751 0.8056 0.7900
0.7037 0.7754 0.8056 0.7902
0.7037 0.7754 0.8053 0.7901
0.7037 0.7754 0.8051 0.7900
0.7037 0.7754 0.8048 0.7898
0.7037 0.7754 0.8045 0.7897
0.7037 0.7757 0.8046 0.7899
0.7037 0.7757 0.8043 0.7898
0.7037 0.7757 0.8041 0.7896
0.7037 0.7757 0.8038 0.7895
0.7037 0.7757 0.8035 0.7894
0.7037 0.7757 0.8032 0.7893
0.7037 0.7757 0.8030 0.7891
0.7037 0.7761 0.8030 0.7893
0.7037 0.7761 0.8028 0.7892
0.7037 0.7761 0.8025 0.7891
0.7037 0.7761 0.8022 0.7889
0.7037 0.7761 0.8020 0.7888
0.7037 0.7761 0.8017 0.7887
0.7037 0.7764 0.8018 0.7889
0.7037 0.7767 0.8018 0.7891
0.7037 0.7767 0.8015 0.7889
0.7037 0.7771 0.8016 0.7891
0.7037 0.7771 0.8013 0.7890
0.7037 0.7771 0.8011 0.7889
0.7037 0.7774 0.8011 0.7891
0.7037 0.7777 0.8012 0.7893
0.7037 0.7777 0.8009 0.7892
0.7037 0.7777 0.8007 0.7890
0.7037 0.7777 0.8004 0.7889
0.7037 0.7777 0.8001 0.7888
0.7037 0.7780 0.8002 0.7890
0.7037 0.7784 0.8003 0.7892
0.7037 0.7784 0.8000 0.7890
0.7037 0.7784 0.7997 0.7889
0.7037 0.7784 0.7995 0.7888
0.7037 0.7784 0.7992 0.7886
0.7037 0.7784 0.7989 0.7885
0.7037 0.7784 0.7987 0.7884
0.7037 0.7784 0.7984 0.7882
0.7037 0.7784 0.7981 0.7881
0.7037 0.7784 0.7979 0.7880
0.7037 0.7784 0.7976 0.7879
0.7037 0.7784 0.7973 0.7877
0.7037 0.7787 0.7974 0.7879
0.7037 0.7790 0.7975 0.7881
0.7037 0.7790 0.7972 0.7880
0.7037 0.7790 0.7969 0.7879
0.7037 0.7790 0.7967 0.7877
0.7037 0.7790 0.7964 0.7876
0.7037 0.7790 0.7961 0.7875
0.7037 0.7790 0.7959 0.7873
0.7037 0.7790 0.7956 0.7872
0.7037 0.7790 0.7953 0.7871
0.7037 0.7790 0.7951 0.7870
0.7037 0.7790 0.7948 0.7868
0.7037 0.7790 0.7945 0.7867
0.7037 0.7790 0.7943 0.7866
0.7037 0.7790 0.7940 0.7864
0.7037 0.7793 0.7941 0.7866
0.7037 0.7793 0.7938 0.7865
0.7037 0.7793 0.7936 0.7864
0.7037 0.7797 0.7936 0.7866
0.7037 0.7797 0.7934 0.7865
0.7037 0.7797 0.7931 0.7863
0.7037 0.7797 0.7928 0.7862
0.7037 0.7797 0.7926 0.7861
0.7037 0.7800 0.7926 0.7863
0.7037 0.7800 0.7924 0.7861
0.7037 0.7800 0.7921 0.7860
0.7037 0.7800 0.7919 0.7859
0.7037 0.7803 0.7919 0.7861
0.7037 0.7803 0.7917 0.7859
0.7037 0.7803 0.7914 0.7858
0.7037 0.7803 0.7911 0.7857
0.7037 0.7803 0.7909 0.7856
0.7037 0.7803 0.7906 0.7854
0.7037 0.7806 0.7907 0.7856
0.7037 0.7810 0.7908 0.7858
0.7037 0.7810 0.7905 0.7857
0.7037 0.7810 0.7902 0.7856
0.7037 0.7813 0.7903 0.7858
0.7037 0.7816 0.7904 0.7860
0.7037 0.7816 0.7901 0.7858
0.7037 0.7816 0.7899 0.7857
0.7037 0.7819 0.7899 0.7859
0.7037 0.7819 0.7897 0.7858
0.7037 0.7819 0.7894 0.7857
0.7037 0.7823 0.7895 0.7859
0.7037 0.7823 0.7892 0.7857
0.7037 0.7823 0.7890 0.7856
0.7037 0.7823 0.7887 0.7855
0.7037 0.7823 0.7884 0.7853
0.7037 0.7823 0.7882 0.7852
0.7037 0.7823 0.7879 0.7851
0.7037 0.7823 0.7877 0.7850
0.7037 0.7826 0.7877 0.7852
0.7037 0.7826 0.7875 0.7850
0.7037 0.7826 0.7872 0.7849
0.7037 0.7826 0.7870 0.7848
0.7037 0.7829 0.7870 0.7850
0.7037 0.7829 0.7868 0.7848
0.7037 0.7829 0.7865 0.7847
0.7037 0.7829 0.7863 0.7846
0.7037 0.7829 0.7860 0.7845
0.7037 0.7829 0.7857 0.7843
0.7037 0.7832 0.7858 0.7845
0.7037 0.7836 0.7859 0.7847
0.7037 0.7836 0.7856 0.7846
0.7037 0.7836 0.7854 0.7845
0.7037 0.7836 0.7851 0.7843
0.7037 0.7839 0.7852 0.7845
0.7037 0.7839 0.7849 0.7844
0.7037 0.7839 0.7847 0.7843
0.7037 0.7842 0.7847 0.7845
0.7037 0.7842 0.7845 0.7844
0.7037 0.7842 0.7842 0.7842
0.7037 0.7842 0.7840 0.7841
0.7037 0.7842 0.7837 0.7840
0.7037 0.7842 0.7835 0.7838
0.7037 0.7842 0.7832 0.7837
0.7037 0.7842 0.7829 0.7836
0.7037 0.7842 0.7827 0.7835
0.7037 0.7846 0.7828 0.7837
0.7037 0.7846 0.7825 0.7835
0.7037 0.7846 0.7823 0.7834
0.7037 0.7846 0.7820 0.7833
0.7037 0.7846 0.7817 0.7831
0.7037 0.7846 0.7815 0.7830
0.7037 0.7846 0.7812 0.7829
0.7037 0.7846 0.7810 0.7828
0.7037 0.7846 0.7807 0.7826
0.7037 0.7849 0.7808 0.7828
0.7037 0.7849 0.7806 0.7827
0.7037 0.7849 0.7803 0.7826
0.7037 0.7852 0.7804 0.7828
0.7037 0.7852 0.7801 0.7827
0.7037 0.7852 0.7799 0.7825
0.7037 0.7852 0.7796 0.7824
0.7037 0.7852 0.7794 0.7823
0.7037 0.7852 0.7791 0.7821
0.7037 0.7855 0.7792 0.7823
0.7037 0.7855 0.7789 0.7822
0.7037 0.7855 0.7787 0.7821
0.7037 0.7855 0.7784 0.7820
0.7037 0.7859 0.7785 0.7822
0.7037 0.7859 0.7782 0.7820
